Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       1/37          camlBatInnerIO__input_channel_inner_2473 [911]
                0.00    0.00       1/37          camlPervasives__at_exit_1391 [190]
                0.00    0.00       1/37          camlPrintexc__register_printer_1430 [203]
                0.00    0.00       1/37          caml_install_signal_handler [131]
                0.00    0.00       3/37          camlUtil__hash_1279 [27]
                0.00    0.00       6/37          camlWeak__loop_1425 [100]
                0.00    0.00      24/37          caml_update_dummy [83]
[24]     0.0    0.00    0.00      37         caml_modify [24]
-----------------------------------------------
                0.00    0.00      36/36          camlMap__find_1303 [47]
[25]     0.0    0.00    0.00      36         camlLang__compare_2453 [25]
                0.00    0.00      36/36          caml_compare [26]
